ANO,MES,COD_NCM,COD_UNIDADE,COD_PAIS,SG_UF,COD_VIA,COD_URF,VL_QUANTIDADE,VL_PESO_KG,VL_FOB,MOVIMENTACAO
2020,1,40103100,10,97,PR,7,147600,46,46,1321,Exportação
2020,5,39201099,10,687,SP,1,817800,9,9,58,Exportação
2020,2,69072200,15,317,SP,1,817800,71203,988800,185648,Exportação
2020,4,7089000,10,538,RS,0,1017700,34,34,70,Exportação
2020,7,39232110,10,476,PR,0,917800,1,1,2,Exportação
2020,11,23040010,21,589,MG,1,817800,62,61500,44321,Exportação
2020,9,85381000,10,196,SP,1,817800,2379,2359,24839,Exportação
2020,3,32141020,10,158,SP,1,817800,300,300,960,Exportação
2020,10,8044000,10,23,BA,0,517800,20,20,35,Exportação
2020,1,73181500,10,493,SP,1,817800,23675,23509,51998,Exportação
2020,12,85444200,10,239,RS,4,817700,14,14,1007,Exportação
2020,9,85122022,11,158,SP,7,1017500,173,89,1904,Exportação
2020,11,2032200,10,580,SP,12,817800,397,397,1491,Exportação
2020,2,73181500,10,160,SP,1,817800,3301,3301,28526,Exportação
2020,12,84833090,11,249,SP,4,817600,5011,30,2792,Exportação
2020,1,84141000,11,63,SP,4,817600,6,5,10506,Exportação
2020,6,29062990,10,63,SP,4,817700,25,25,243,Exportação
2020,8,64029190,13,239,BA,0,817700,1035,705,16335,Exportação
2020,10,9022000,10,580,CE,0,317900,0,0,18,Exportação
2020,9,84139190,10,239,RS,4,817700,8,8,1728,Exportação
2020,9,72162100,10,586,MG,7,917500,323636,323636,187218,Exportação
2020,10,94035000,11,628,SC,1,927700,26251,686078,1387148,Exportação
2020,1,68022300,15,249,ES,1,717600,2227,172940,131985,Exportação
2020,10,48025592,10,586,SC,7,917500,7241,7241,22887,Exportação
2020,6,30051090,10,158,SP,4,817700,73,73,8526,Exportação
2020,9,82021000,10,239,RS,1,1017700,358,358,1337,Exportação
2020,1,2071400,10,244,SC,1,927800,3794688,3794688,6892215,Exportação
2020,5,96032100,11,741,ES,0,727600,11,1,17,Exportação
2020,12,85365090,11,586,RS,7,917500,1987,185,6501,Exportação
2020,8,27101931,10,589,SP,1,817800,1136,1136,1680,Exportação
2020,4,84248990,11,493,SP,4,817700,95000,1064,28500,Exportação
2020,12,85119000,10,240,SP,4,817600,12,12,638,Exportação
2020,12,42034000,10,586,RS,7,917500,18,2,350,Exportação
2020,8,76151000,10,586,PR,7,917500,15975,15975,94241,Exportação
2020,5,32141010,10,589,SP,4,817700,1135,1135,4999,Exportação
2020,4,87082992,11,249,SP,0,817800,4,7,165,Exportação
2020,9,74122000,10,63,PR,4,817700,4,4,4,Exportação
2020,5,84229090,10,97,SP,7,147600,308,308,34824,Exportação
2020,7,87082992,11,158,SC,7,1017500,8,37,326,Exportação
2020,11,54041990,10,169,SP,4,817700,0,0,64,Exportação
2020,1,48092000,10,63,SP,7,1017500,99883,99883,169649,Exportação
2020,11,4089100,10,467,SP,0,917800,40,29,67,Exportação
2020,2,19021100,10,351,RS,0,1017700,10,10,11,Exportação
2020,3,3061710,10,741,MA,0,317903,20,20,221,Exportação
2020,5,22029900,17,580,RS,0,1017700,143,144,131,Exportação
2020,3,7099990,10,476,RS,0,1017700,72,72,133,Exportação
2020,12,9101100,10,580,MA,0,317903,48,48,131,Exportação
2020,10,73269090,10,169,SP,1,817800,63191,63191,213241,Exportação
2020,8,39199090,10,845,PR,7,1017701,0,0,56,Exportação
2020,12,20082010,10,476,SP,0,917800,24,24,104,Exportação
2020,1,2023000,10,573,SP,0,817800,17831,17831,169697,Exportação
2020,10,94034000,11,249,PR,1,817800,23576,342552,541106,Exportação
2020,7,2064900,10,40,RS,1,927800,104564,104564,52337,Exportação
2020,6,42050000,10,249,SP,4,817600,324,324,16558,Exportação
2020,4,87089300,11,97,SP,7,147600,3199,13682,161783,Exportação
2020,12,17019100,10,434,CE,0,317900,21,21,21,Exportação
2020,8,84213920,11,589,SP,4,817700,1,54,1520,Exportação
2020,7,84213990,11,169,SP,1,817800,6487,598,17209,Exportação
2020,10,44089090,16,190,SC,1,927700,243,144000,37824,Exportação
2020,2,84812090,11,97,SP,7,147600,483,461,14966,Exportação
2020,12,73209000,10,158,RS,7,1017500,66,66,795,Exportação
2020,2,19021100,10,232,SP,0,817800,54,30,95,Exportação
2020,10,84145990,11,40,SP,1,817800,1,9,211,Exportação
2020,8,56022900,10,149,SP,4,817700,1,1,998,Exportação
2020,12,35069110,10,845,RS,7,1010351,375,375,1523,Exportação
2020,11,39199020,10,586,SP,7,917500,89,89,247,Exportação
2020,12,35069190,10,607,BA,1,817800,1323,1323,12150,Exportação
2020,7,39232190,10,741,SP,0,817800,100,62,806,Exportação
2020,7,9109900,10,434,SC,0,927502,1,1,4,Exportação
2020,5,7032090,10,476,SC,0,927700,10,10,65,Exportação
2020,11,28112290,10,63,SP,7,1017500,25000,25000,7754,Exportação
2020,10,84834090,11,169,RS,4,817700,2,14,462,Exportação
2020,9,2071200,10,244,RS,1,927700,420159,420159,484573,Exportação
2020,11,84879000,10,589,SP,4,817600,13,13,2915,Exportação
2020,5,84314200,11,87,PR,1,917800,2,79,286,Exportação
2020,6,28365000,10,249,MG,4,817700,255,255,921,Exportação
2020,6,73072100,10,249,SP,0,817800,5138,5138,19702,Exportação
2020,1,84149020,10,141,SP,1,817800,93,93,1844,Exportação
2020,9,21011110,21,431,SP,1,817800,3,3168,14467,Exportação
2020,6,40169300,10,63,RS,7,1017500,287,287,6692,Exportação
2020,5,73261900,10,169,SP,1,817800,901,901,9542,Exportação
2020,5,89031000,11,573,RJ,4,817700,46,135,82909,Exportação
2020,7,84149020,10,239,PR,1,917800,0,0,4,Exportação
2020,7,56072900,10,586,BA,7,917500,4000,4000,4622,Exportação
2020,7,40103900,10,158,SP,1,817800,1910,1910,34020,Exportação
2020,9,85446000,10,249,RJ,4,817600,13,13,5673,Exportação
2020,9,7061000,10,137,SP,0,817800,20,20,10,Exportação
2020,1,90303990,11,63,SP,4,817600,1,1,605,Exportação
2020,12,84849000,10,647,SP,4,817700,11,11,2803,Exportação
2020,10,87083090,11,63,SP,7,1017504,2932,9783,132162,Exportação
2020,2,85044029,11,160,SP,1,817800,1,0,2162,Exportação
2020,7,8012200,10,580,RJ,0,717600,0,0,3,Exportação
2020,8,84069090,10,493,SP,0,927800,284,284,17227,Exportação
2020,7,84129080,10,169,SP,4,817700,18,18,723,Exportação
2020,4,38249941,10,538,RJ,0,717800,100,120,587,Exportação
2020,5,85332120,11,361,SP,4,817700,100,0,0,Exportação
2020,1,12019000,21,160,PR,1,917800,250403,250402167,91065108,Exportação
2020,1,84824000,11,589,SP,4,817700,80,5,505,Exportação
2020,2,48025610,10,670,SP,1,817800,223278,223278,131049,Exportação
2020,5,2032900,10,351,SC,1,927800,3247766,3247766,6431768,Exportação
2020,5,3033900,10,741,ES,0,727600,21,21,48,Exportação
2020,1,69072100,15,845,SC,7,1017701,25521,534260,152777,Exportação
2020,6,84212100,11,493,SP,4,817700,21,30,2251,Exportação
2020,12,21011110,21,149,SP,1,817800,277,277885,1373967,Exportação
2020,12,18069000,10,137,SP,0,817800,26,26,200,Exportação
2020,9,17019900,21,573,SP,1,817800,771,771000,502604,Exportação
2020,8,84835010,11,63,SC,4,817700,3,4,122,Exportação
2020,11,84212990,11,63,SP,1,817800,226843,12919,87818,Exportação
2020,9,84671190,11,158,SP,7,1017500,5,7,345,Exportação
2020,12,9030090,10,628,MG,4,817600,207,207,3553,Exportação
2020,11,84829990,10,589,SP,4,817700,1,1,51,Exportação
2020,6,84813000,11,249,SP,4,817700,153,116,28104,Exportação
2020,11,68053090,10,63,SP,7,1017500,14040,14040,90440,Exportação
2020,12,41041940,15,160,PR,1,917800,202326,646981,174160,Exportação
2020,10,85272100,11,63,SP,1,817800,184,161,52721,Exportação
2020,2,85369040,11,149,SC,0,927700,30,0,52,Exportação
2020,4,63041910,10,40,SC,0,927800,172,172,1254,Exportação
2020,9,74153300,10,239,RS,4,817700,0,0,3,Exportação
2020,12,44123900,16,309,PA,1,217800,51,23000,16022,Exportação
2020,1,27101911,16,607,RS,0,1017801,277,216383,169154,Exportação
2020,5,59031000,10,97,SP,4,817700,3,3,22,Exportação
2020,10,16023210,10,628,RS,0,1017700,10,10,72,Exportação
2020,2,16010000,10,434,PR,0,917800,65,65,57,Exportação
2020,5,7051900,10,538,SP,0,817800,20,20,33,Exportação
2020,6,42033000,10,845,SP,7,1017701,19,19,856,Exportação
2020,1,44123900,16,845,PR,7,1017701,123,55080,35378,Exportação
2020,1,84099969,11,63,SP,7,1017503,1359,172,46069,Exportação
2020,12,34054000,10,845,SC,7,1017701,99,99,268,Exportação
2020,6,61045200,11,158,SC,4,817600,4,1,7,Exportação
2020,6,19023000,10,63,SP,0,817800,41,41,644,Exportação
2020,8,84811000,11,23,SP,4,817600,5023,1398,49973,Exportação
2020,5,56031130,10,158,PR,7,1017500,108926,108926,236632,Exportação
2020,5,60053700,10,63,RS,7,1017500,1519,1519,8006,Exportação
2020,9,72193400,10,586,SP,7,917500,4932,4932,12773,Exportação
2020,7,72091700,10,97,MG,6,147600,34180,34180,18457,Exportação
2020,6,84831090,11,158,SP,4,817700,33,382,18927,Exportação
2020,1,8045010,10,827,SP,0,817800,23,23,49,Exportação
2020,8,40169300,10,63,SP,7,1017500,8644,8644,206538,Exportação
2020,6,11081200,10,573,PE,1,817800,100,100,376,Exportação
2020,4,7061000,10,445,CE,0,317900,8,8,9,Exportação
2020,11,94037000,11,158,RS,7,1017500,170,26,3934,Exportação
2020,7,85168010,11,586,SC,7,917500,10098,1035,12276,Exportação
2020,11,10059010,10,858,MT,1,817800,368513890,368513890,60658360,Exportação
2020,7,87089200,11,586,RS,7,917500,1575,7546,24384,Exportação
2020,6,33061000,10,628,AM,0,227600,1,1,11,Exportação
2020,8,84069090,10,40,SP,4,817600,17,17,1490,Exportação
2020,6,19019020,10,586,PR,7,917500,358,358,435,Exportação
2020,12,40170000,10,521,SP,4,817600,0,0,90,Exportação
2020,12,7094000,10,77,RJ,0,717600,12,12,14,Exportação
2020,2,10061092,10,434,AM,0,227600,300,300,357,Exportação
2020,9,41041114,15,386,RS,1,1017700,75276,342651,308305,Exportação
2020,12,48171000,10,607,SP,4,817700,1,1,17,Exportação
2020,5,84369900,10,196,SC,1,927800,4121,4121,26720,Exportação
2020,2,8132010,10,580,RS,0,1017700,3,3,16,Exportação
2020,1,17011400,21,628,AL,1,440151,36299,36297802,11748348,Exportação
2020,4,73269090,10,169,SP,4,817700,20,20,4891,Exportação
2020,9,40103900,10,586,PR,7,917500,1255,1255,19266,Exportação
2020,11,2013000,10,476,PR,0,917800,25,25,148,Exportação
2020,2,90328990,11,239,RS,4,1017801,2,0,80,Exportação
2020,11,38101020,10,158,SP,0,817700,1,1,13,Exportação
2020,4,48025499,10,169,SP,0,927800,27793,27793,34185,Exportação
2020,11,18063210,10,476,PR,0,917800,16,16,127,Exportação
2020,6,73181600,10,63,SP,7,1017503,1779,798,38501,Exportação
2020,12,73079900,10,63,RS,7,1017500,1134,1134,3987,Exportação
2020,1,74199990,10,275,RJ,0,717700,0,0,1548,Exportação
2020,3,90299010,10,158,SP,4,817700,1,1,124,Exportação
2020,1,84313110,10,586,SC,7,917500,7,7,309,Exportação
2020,9,2071400,10,580,RJ,0,717800,252,252,526,Exportação
2020,2,96190000,10,63,SP,0,1017500,6129,6129,45244,Exportação
2020,12,94039010,10,628,RS,4,817600,30,30,60,Exportação
2020,12,2071400,10,43,SC,1,927800,122127,122127,199544,Exportação
2020,11,15180090,10,589,SP,1,817800,16560,16560,42300,Exportação
2020,10,19042000,10,741,SP,0,817800,11,11,33,Exportação
2020,4,84818094,11,160,SP,4,817700,25,869,26437,Exportação
2020,8,84818019,11,586,SC,7,917500,39753,5912,75180,Exportação
2020,7,82055900,10,586,RS,7,147800,24,24,370,Exportação
2020,9,4061010,10,476,RJ,0,717800,13,13,136,Exportação
2020,10,7032090,10,628,SP,12,817800,5,5,14,Exportação
2020,8,52095900,10,249,SP,4,817700,79,79,1502,Exportação
2020,11,87084019,11,196,SP,4,817700,5,13,2629,Exportação
2020,9,82119320,11,586,PR,7,917500,300,38,2691,Exportação
2020,9,44199000,10,249,RS,4,817600,400,400,6117,Exportação
2020,8,41071220,15,23,GO,4,817600,944,667,13129,Exportação
2020,2,84399100,10,69,SP,4,817600,139,139,6527,Exportação
2020,5,90189099,11,169,SP,4,817700,5395,506,62053,Exportação
2020,7,39172100,10,196,SP,4,817700,0,0,23,Exportação
2020,12,2023000,10,351,PA,1,817800,189111,189111,852406,Exportação
2020,1,87084090,11,239,SP,4,817700,97,57,5783,Exportação
2020,1,64035990,13,249,RS,4,817600,16887,11958,715870,Exportação
2020,12,84833021,11,158,SP,4,817700,2,11,11474,Exportação
2020,1,90328911,11,160,SC,4,817600,15,194,7296,Exportação
2020,8,85258029,11,169,SP,4,817700,2,28,1841,Exportação
2020,12,84425000,10,160,SP,1,817800,4120,4120,156244,Exportação
2020,2,40129090,10,249,RS,1,1017700,83328,83328,235461,Exportação
2020,10,87089990,10,158,RS,4,817600,22,22,1237,Exportação
2020,2,85444200,10,249,SP,4,817600,111,109,199920,Exportação
2020,8,85441100,10,97,SP,7,147600,1,10,619,Exportação
2020,4,22011000,17,580,PE,0,417901,12,12,8,Exportação
2020,11,27090010,16,160,RJ,1,812051,153183,142174955,39069704,Exportação
2020,1,2032900,10,434,SP,0,817800,1391,1244,7223,Exportação
2020,7,10063021,10,40,RS,1,927800,1778000,1778000,901125,Exportação
2020,5,82014000,10,545,RS,0,1017700,16803,16803,103684,Exportação
2020,8,85369040,11,351,SP,4,817700,224000,23,3122,Exportação
2020,12,38231990,10,249,MG,1,817800,57760,57760,70967,Exportação
2020,1,39239000,10,845,SP,7,1017701,12540,12438,45965,Exportação
2020,11,84369900,10,63,RS,7,1017500,4599,4599,10711,Exportação
2020,2,20099000,10,476,RJ,0,717800,60,60,70,Exportação
2020,1,21012010,10,476,RJ,0,717600,4,4,49,Exportação
2020,9,32089039,10,63,SP,1,817800,8438,8438,45554,Exportação
2020,4,73182300,10,169,SP,0,817600,1,0,30,Exportação
2020,10,5040090,10,40,PR,1,917800,27936,27936,17468,Exportação
2020,2,62082100,11,97,SC,0,147600,31,11,501,Exportação
2020,5,68042119,10,850,RR,7,260151,9,9,267,Exportação
2020,6,76151000,10,249,PR,1,817800,329,329,4274,Exportação
2020,11,61099000,11,97,SC,7,147600,106,14,568,Exportação
2020,7,2071200,10,888,MG,1,927800,12100,12100,13788,Exportação
2020,10,90211020,10,190,PR,4,817700,1,1,2,Exportação
2020,6,84833010,11,63,SP,7,1017503,20,1,38,Exportação
2020,3,72011000,10,160,MG,1,717600,92304000,92265000,28296262,Exportação
2020,12,90181100,11,249,SP,4,817700,9,5,3927,Exportação
2020,7,83024200,10,63,RS,7,1017505,48893,48893,100314,Exportação
2020,9,20097100,10,249,SP,0,817800,12,13,39,Exportação
2020,2,34011900,10,351,SP,0,817800,72,31,202,Exportação
2020,8,85411021,11,858,SP,4,817600,200,0,10,Exportação
2020,1,7049000,10,399,SC,0,927502,30,30,25,Exportação
2020,3,12074090,10,399,RS,0,1017700,1,1,12,Exportação
2020,7,29094421,10,399,SP,1,817800,232270,232270,346304,Exportação
2020,2,90191000,10,586,SP,7,147800,80,80,2362,Exportação
2020,7,2023000,10,741,MS,1,917800,108915,108915,498769,Exportação
2020,12,2062990,10,351,TO,1,817800,158909,158909,438723,Exportação
2020,8,8045020,10,580,RS,0,1017700,95,95,105,Exportação
2020,3,52091900,10,63,RN,1,417902,16627,16627,53221,Exportação
2020,9,35061010,10,493,SP,4,817600,189,189,9450,Exportação
2020,12,85447010,10,160,SP,1,817800,295,295,4867,Exportação
2020,3,2071400,10,741,GO,0,927800,3075,3075,5978,Exportação
2020,7,26011100,10,160,MG,1,710251,878939000,878939000,72493297,Exportação
2020,1,84821010,11,169,SP,4,817700,239,298,7440,Exportação
2020,12,9023000,10,580,RJ,0,717800,0,0,13,Exportação
2020,7,2032900,10,77,SP,0,812051,20,20,40,Exportação
2020,6,19059090,10,190,ES,0,727600,6,6,22,Exportação
2020,7,85269200,11,589,BA,1,817800,47,2,801,Exportação
2020,3,90328924,11,158,SP,1,817800,1,2,1267,Exportação
2020,1,85443000,10,493,SP,1,817800,2166,2166,62194,Exportação
2020,5,16041310,10,163,PR,0,917800,16,16,54,Exportação
2020,8,87089990,10,63,MG,7,1017503,149125,148515,963453,Exportação
2020,11,64041900,13,850,RS,0,1017700,1184,578,5298,Exportação
2020,10,84029000,10,345,SP,4,817700,45,45,3885,Exportação
2020,8,85389090,10,158,SP,4,817700,25,25,8392,Exportação
2020,7,85334011,11,232,SP,0,817800,4,1,142,Exportação
2020,7,2062990,10,476,SP,0,817800,165,159,542,Exportação
2020,7,84139190,10,249,SC,4,817600,4617,4617,72210,Exportação
2020,9,84831090,11,586,RS,7,917500,82,647,3224,Exportação
2020,5,61044900,11,249,GO,0,817700,6,2,146,Exportação
2020,10,19019010,10,351,MA,0,317903,1,1,3,Exportação
2020,11,85030090,10,53,SP,4,817700,3,3,461,Exportação
2020,7,44152000,11,434,ES,0,727600,2,2,64,Exportação
2020,8,2023000,10,476,RJ,0,717800,82,82,627,Exportação
2020,10,72159090,10,97,SC,7,147600,25200,25200,57440,Exportação
2020,7,40169990,10,365,SP,4,817600,14,14,402,Exportação
2020,10,73181900,10,275,SP,4,817600,7,7,863,Exportação
2020,2,87141000,10,196,MG,1,817800,63,63,1486,Exportação
2020,11,17011400,21,160,SP,1,817800,226529,226528698,64933815,Exportação
2020,7,22030000,17,628,PA,0,217800,32,32,49,Exportação
2020,9,7099990,10,434,RJ,0,717800,175,175,229,Exportação
2020,10,84219999,10,665,SP,4,817600,41,41,1119,Exportação
2020,7,40119090,11,586,SP,7,917500,881,15336,58177,Exportação
2020,6,38200000,10,63,SP,7,1017503,5000,5000,15512,Exportação
2020,9,38244000,10,97,SP,7,147600,9601,9601,4450,Exportação
2020,8,7093000,10,267,ES,0,727600,15,15,10,Exportação
2020,9,84142000,11,485,SP,0,817600,1,1,101,Exportação
2020,12,25070010,10,845,SP,7,1017701,4500,4500,1670,Exportação
2020,3,84099912,11,87,SP,4,817600,9,1917,8195,Exportação
2020,11,84149039,10,603,SP,1,817800,1756,1756,21907,Exportação
2020,11,40093100,10,169,MG,4,817700,1,1,47,Exportação
2020,10,85015210,11,580,SC,1,927800,38,7379,19707,Exportação
2020,1,7102100,10,467,ES,0,817800,3,3,8,Exportação
2020,8,84099999,10,158,PR,7,1017503,302,302,6557,Exportação
2020,8,15155000,10,580,ES,0,717800,36,36,31,Exportação
2020,9,16042090,10,293,SP,0,817800,3,3,20,Exportação
2020,3,2031900,10,293,CE,0,317900,45,45,204,Exportação
2020,5,8013200,10,245,CE,1,317900,15876,15876,121195,Exportação
2020,6,21023000,10,267,ES,0,727600,4,4,10,Exportação
2020,12,39269090,10,158,PR,7,1017500,3262,3262,22067,Exportação
2020,7,82029990,10,245,RS,4,817700,3,3,1016,Exportação
2020,7,96091000,10,628,SP,0,817800,27296,27296,233260,Exportação
2020,1,73083000,10,586,PR,0,917500,1116,1116,8418,Exportação
2020,7,39269040,10,351,SP,0,817800,68,68,6227,Exportação
2020,9,85389010,11,63,RS,7,1017500,2,0,98,Exportação
2020,9,2062990,10,351,SP,1,217800,15274,15274,36941,Exportação
2020,5,84248229,11,169,RS,1,1017700,312,21,217,Exportação
2020,3,40093100,10,589,RO,7,230154,3503,3503,15509,Exportação
2020,10,19021900,10,476,SC,0,917800,26,26,48,Exportação
2020,1,84123900,11,169,SP,0,817600,1,6,169,Exportação
2020,3,23091000,10,244,MG,1,1017700,3160,3160,3907,Exportação
2020,8,87081000,11,169,SP,1,817800,546,1327,12856,Exportação
2020,10,83022000,10,586,SP,7,917500,5839,5839,32898,Exportação
2020,2,8119000,10,573,PE,1,517800,26064,26064,33401,Exportação
2020,6,85444900,10,63,RS,7,1017500,33,33,678,Exportação
2020,11,19053100,10,741,MA,0,317903,2,2,5,Exportação
2020,8,3049900,10,190,ES,0,717800,18,18,114,Exportação
2020,6,48041100,10,239,PR,0,917800,114308,114308,55171,Exportação
2020,8,21031010,10,476,SP,0,817800,100,125,233,Exportação
2020,5,84819090,10,493,SP,1,817800,53,53,2668,Exportação
2020,6,39173290,10,337,SP,1,1017700,1,1,235,Exportação
2020,3,84314929,10,275,SP,4,817600,2071,2071,10609,Exportação
2020,11,2032200,10,434,PE,0,417900,66,66,196,Exportação
2020,4,12019000,21,399,PA,1,217800,3254,3253921,1076462,Exportação
2020,7,35030019,10,249,SC,0,927700,95255,95255,592806,Exportação
2020,11,44123300,16,249,PR,1,917800,250,138920,115885,Exportação
2020,10,71171900,10,275,SP,4,817600,0,0,730,Exportação
2020,3,4029900,10,580,SP,0,817800,86,142,122,Exportação
2020,10,96031000,11,434,ES,0,727600,10,12,42,Exportação
2020,7,39011010,10,97,RJ,7,147600,24750,24750,22037,Exportação
2020,2,32089029,10,845,RS,7,1017701,575,575,2234,Exportação
2020,1,39123990,10,63,SP,7,1017500,20,20,818,Exportação
2020,2,85122011,11,580,MG,4,817600,1,0,81,Exportação
2020,6,29329999,10,275,SP,1,817800,18900,18900,36819,Exportação
2020,2,22030000,17,63,RJ,0,227600,326,326,1722,Exportação
2020,12,90268000,11,97,SP,7,147600,1,1,53,Exportação
2020,5,45049000,10,485,SP,1,817800,1,1,66,Exportação
2020,10,8054000,10,163,PR,0,917800,36,36,20,Exportação
2020,6,84825090,11,275,RJ,0,717700,123,20,283379,Exportação
2020,11,85012000,11,249,SP,4,817700,1,1,124,Exportação
2020,3,39269090,10,249,RJ,4,717700,5,12,234,Exportação
2020,8,90301090,11,240,SP,1,817800,34,620,32300,Exportação
2020,3,85364900,11,386,SC,0,817600,23,34,881,Exportação
2020,12,21041021,10,776,SP,0,717600,2,2,3,Exportação
2020,10,85129000,10,158,SP,7,1017500,26,26,898,Exportação
2020,4,59119000,10,158,SP,7,1017500,640,640,33373,Exportação
2020,4,8039000,10,580,SC,0,927700,95,95,49,Exportação
2020,9,85389090,10,63,SP,4,817600,110,111,6857,Exportação
2020,2,90262090,11,169,SP,1,817800,265,36,3184,Exportação
2020,10,27129000,10,275,SP,4,817600,8,8,506,Exportação
2020,1,40169300,10,53,RJ,4,717700,0,0,429,Exportação
2020,3,7061000,10,163,RJ,0,717600,60,60,53,Exportação
2020,9,4061090,10,434,SP,0,812051,16,41,188,Exportação
2020,1,40169300,10,589,SP,1,817800,1818,1823,62981,Exportação
2020,6,85176111,11,169,SP,4,817700,20,106,314,Exportação
2020,12,2071400,10,199,MS,1,917800,622940,622940,518938,Exportação
2020,8,90318099,11,249,SP,4,817600,440,269,262996,Exportação
2020,6,29021910,10,63,SP,1,817800,1020,1020,4145,Exportação
2020,5,83016000,10,63,RS,7,1017503,4,4,52,Exportação
2020,7,61062000,11,607,SC,4,817600,89,29,1258,Exportação
2020,9,32041913,10,586,SP,7,917500,960,960,12875,Exportação
2020,7,70071100,11,317,MG,4,817700,1,2,19,Exportação
2020,1,40103900,10,589,SP,1,817800,281,281,10964,Exportação
2020,11,84621090,11,791,SP,1,817800,5,52965,2182930,Exportação
2020,2,22042100,17,434,BA,0,517800,33,44,166,Exportação
2020,12,84314929,10,158,SP,1,817800,9721,9721,24972,Exportação
2020,4,84749000,10,249,SP,4,817700,12328,12133,57431,Exportação
2020,8,84482030,10,589,PR,1,917800,4600,4600,5000,Exportação
2020,11,17049020,10,249,RN,1,317900,17302,17302,25265,Exportação
2020,6,7123100,10,476,PR,0,917800,5,5,25,Exportação
2020,5,71039900,19,249,MG,4,817700,133887,53,17036,Exportação
2020,5,85369090,11,351,SP,4,817700,190000,98,1415,Exportação
2020,2,2071200,10,244,SC,0,927700,142716,142716,190258,Exportação
2020,10,39241000,10,337,RR,0,260152,73,73,321,Exportação
2020,11,7093000,10,275,RJ,0,717800,5,5,6,Exportação
2020,6,16041310,10,476,AM,0,227600,2,2,12,Exportação
2020,12,61046900,11,249,MG,4,817600,1,0,41,Exportação
2020,5,39211200,10,160,SC,4,817600,3,3,203,Exportação
2020,9,84193900,11,586,PR,7,917500,11,138,1175,Exportação
2020,2,39074090,10,741,ES,0,710251,1,1,196,Exportação
2020,12,2071400,10,289,MS,1,917800,53990,53990,50979,Exportação
2020,10,62046200,11,625,SP,4,817600,22,4,368,Exportação
2020,3,33042010,10,97,SP,7,147600,72,72,18937,Exportação
2020,10,40093100,10,759,SP,4,817600,1,1,18,Exportação
2020,5,39199090,10,493,RS,4,817700,2,2,175,Exportação
2020,6,90183929,11,455,SP,4,817700,305,2,1497,Exportação
2020,9,27101932,10,586,SC,7,917500,11077,11077,34289,Exportação
2020,3,85061019,11,580,SP,0,517800,2,0,4,Exportação
2020,11,40169300,10,63,RJ,0,817700,2,2,352,Exportação
2020,12,41041114,15,160,PA,1,817800,359,1847,2236,Exportação
2020,9,39199090,10,158,SP,7,1017500,0,0,20,Exportação
2020,4,29224220,10,244,SP,0,812051,5,5,24,Exportação
2020,6,63053390,10,63,SP,0,1017500,54311,54311,141188,Exportação
2020,10,34049019,10,589,SP,1,817800,856,856,2596,Exportação
2020,12,84779000,10,63,PE,0,817600,288,288,8524,Exportação
2020,6,40169990,10,249,RJ,4,817700,2,2,1723,Exportação
2020,6,74153300,10,63,SC,7,1017500,16,16,188,Exportação
2020,11,41071220,15,493,RS,0,1017700,43419,38268,692597,Exportação
2020,10,38086290,10,586,SP,7,917500,7524,7524,120309,Exportação
2020,4,84294000,11,764,SP,0,817800,2,14580,127785,Exportação
2020,3,21022000,10,538,SP,1,817800,125800,125800,431246,Exportação
2020,7,85381000,10,275,RS,1,1017700,3202,3202,18062,Exportação
2020,11,27132000,10,586,PR,7,917500,2448850,2448850,998787,Exportação
2020,10,2032900,10,476,PR,0,927700,86,86,401,Exportação
2020,9,85078000,11,434,SP,0,917800,3,0,42,Exportação
2020,12,8061000,10,628,PE,1,420154,302491,302491,584250,Exportação
2020,6,84831090,11,586,SP,4,817700,3,30,900,Exportação
2020,8,87082999,11,586,PR,7,917500,6754,3712,19696,Exportação
2020,11,96081000,11,845,SC,7,1017701,100,20,348,Exportação
2020,7,85123000,11,493,PR,1,917800,6915,1556,20956,Exportação
2020,7,90262090,11,586,SP,4,817700,239,47,2265,Exportação
2020,8,21032010,10,77,SP,12,817800,18,18,72,Exportação
2020,7,73269090,10,63,SP,7,1017500,96115,96115,156586,Exportação
2020,4,7051100,10,741,RS,0,1017700,35,35,65,Exportação
2020,2,27150000,10,158,SC,7,1017500,72,72,138,Exportação
2020,2,85169000,10,815,SP,0,817800,0,0,3,Exportação
2020,12,8039000,10,741,ES,0,727600,125,125,75,Exportação
2020,1,40161010,10,249,SP,4,817600,2,2,301,Exportação
2020,11,87081000,11,158,SP,7,1017500,1032,1645,27027,Exportação
2020,12,2023000,10,293,RS,0,1017700,44,44,381,Exportação
2020,12,8071100,10,293,RS,0,1017700,100,100,45,Exportação
2020,2,73219000,10,586,SP,7,147800,30,30,211,Exportação
2020,3,71069210,10,232,RJ,0,817800,1,1,1550,Exportação
2020,2,74199990,10,249,MG,4,817700,0,0,143,Exportação
2020,3,63079090,10,386,SC,1,927700,17,17,12,Exportação
2020,2,87082999,11,791,SP,0,817800,30000,10050,69690,Exportação
2020,5,8013200,10,476,ES,0,727600,26,26,56,Exportação
2020,5,42029900,10,249,SP,4,817700,6,6,1270,Exportação
2020,8,85177010,11,249,SP,1,817800,7022,26,9591,Exportação
2020,8,49089000,10,87,SP,4,817700,1,1,160,Exportação
2020,6,61083200,11,149,SC,4,817700,58,4,524,Exportação
2020,9,96062900,10,586,PR,7,917500,1,1,15,Exportação
