ANO,MES,COD_NCM,COD_UNIDADE,COD_PAIS,SG_UF,COD_VIA,COD_URF,VL_QUANTIDADE,VL_PESO_KG,VL_FOB,MOVIMENTACAO
2020,9,74152100,10,63,RS,7,1017500,10,10,340,Exportação
2020,3,29121999,10,845,SP,7,1017701,5,5,52,Exportação
2020,3,85389010,11,586,PR,7,917500,46,10,1117,Exportação
2020,4,19022000,10,434,SC,0,927800,4,4,16,Exportação
2020,11,90328925,11,493,MG,1,717600,60,22,4347,Exportação
2020,4,68029390,10,249,ES,0,817800,4349193,4351108,2140484,Exportação
2020,10,72011000,10,160,MG,1,727600,50926000,50903000,15828218,Exportação
2020,9,73181500,10,63,MG,7,1017503,91418,37502,138219,Exportação
2020,11,8055000,10,580,ES,0,727600,131,131,170,Exportação
2020,1,73209000,10,97,SP,7,147600,25,25,2306,Exportação
2020,5,29051220,10,249,AL,4,817700,1500,2000,15159,Exportação
2020,12,44072990,16,160,PA,1,217800,345,458572,154369,Exportação
2020,9,39052100,10,97,SC,7,147600,2000,2000,2400,Exportação
2020,6,44123900,16,23,PR,1,917800,5015,2223000,885773,Exportação
2020,8,82100090,10,586,RS,7,917500,108,108,2630,Exportação
2020,5,85111000,11,445,RJ,0,817700,2,0,770,Exportação
2020,9,44219900,10,586,SP,7,917500,190,190,690,Exportação
2020,8,62044200,11,399,SP,4,817700,44,18,211,Exportação
2020,2,85030090,10,249,SP,4,817600,8121,8128,288504,Exportação
2020,5,73269090,10,687,SP,1,817800,25749,25749,29364,Exportação
2020,2,84313110,10,63,SP,7,1017500,1209,1209,26515,Exportação
2020,11,61091000,11,586,PR,7,917501,1517,350,7912,Exportação
2020,10,38089195,10,756,SP,1,817800,11030,11030,180369,Exportação
2020,6,84295900,11,580,SP,0,817800,1,7000,45409,Exportação
2020,6,9093100,10,351,SP,12,817800,1,1,6,Exportação
2020,12,84824000,11,40,SP,4,817600,220,82,506,Exportação
2020,1,17011400,21,744,SP,1,817800,27500,27500000,7169100,Exportação
2020,3,73182100,10,493,SP,1,817800,23,23,259,Exportação
2020,8,9062000,10,98,SP,0,817800,1,0,1,Exportação
2020,12,73201000,10,493,SP,4,817700,9,9,296,Exportação
2020,7,85412120,11,845,MG,7,1017701,100,0,2,Exportação
2020,4,9019000,10,607,SP,12,817800,1,1,24,Exportação
2020,2,2062990,10,193,PR,1,917800,26446,26446,21737,Exportação
2020,8,84219999,10,573,MG,1,817800,12,12,549,Exportação
2020,1,62069000,11,249,RJ,4,717700,254,35,5097,Exportação
2020,11,73182900,10,97,SP,7,147600,414,414,8947,Exportação
2020,3,38249941,10,158,SP,7,1017500,11760,11760,23765,Exportação
2020,2,87089300,11,158,SP,0,1017500,1242,12861,122916,Exportação
2020,9,87043190,11,63,PR,1,917800,492,975629,2974742,Exportação
2020,7,73269090,10,485,SP,1,817800,12,12,83,Exportação
2020,6,72044900,10,253,SP,1,927700,372010,372010,65714,Exportação
2020,3,32089010,10,63,SC,0,1017500,15,15,174,Exportação
2020,3,84289090,11,160,SP,1,817800,30,10680,68948,Exportação
2020,2,64029990,13,249,RS,4,817700,301,153,5053,Exportação
2020,12,87082999,11,548,SP,1,817800,50,337,4039,Exportação
2020,2,85365090,11,63,SP,7,1017500,39630,1626,45249,Exportação
2020,5,52010020,21,827,MA,1,817800,794,793760,1188427,Exportação
2020,8,19012000,10,476,PR,0,817800,20,20,53,Exportação
2020,8,76169900,10,249,SP,4,817700,671,671,108445,Exportação
2020,8,3038990,10,249,PA,1,217800,100874,100874,399383,Exportação
2020,2,27101932,10,476,RJ,0,817800,16917,15666,30557,Exportação
2020,11,69099000,10,493,SP,0,817600,7,7,763,Exportação
2020,10,4031000,10,81,SP,12,817800,18,18,35,Exportação
2020,12,4069020,10,776,SP,0,717600,5,5,116,Exportação
2020,5,8072000,10,607,RN,4,817600,67338,67338,55404,Exportação
2020,9,5040090,10,351,TO,1,817800,49673,49673,162852,Exportação
2020,8,27129000,10,301,SP,12,817800,5,5,26,Exportação
2020,1,47032900,10,776,MS,1,817800,104000,104000,38480,Exportação
2020,7,39269069,10,607,SP,4,817700,0,0,123,Exportação
2020,3,27101922,16,741,RJ,1,812051,50695,49964543,25198353,Exportação
2020,7,3073900,10,467,SP,0,817800,41,40,253,Exportação
2020,10,25232910,10,586,DF,7,147800,2478000,2478000,162771,Exportação
2020,5,73079200,10,63,RS,7,1017503,3,3,76,Exportação
2020,8,38112150,10,239,RJ,0,817700,5439,5439,22742,Exportação
2020,1,85362000,11,160,SP,1,817800,6,2,22,Exportação
2020,12,22011000,17,538,RS,0,1017700,510,510,125,Exportação
2020,7,68042219,10,63,SP,7,1017500,2724,2724,36432,Exportação
2020,1,87089990,10,586,RS,7,917500,6980,6980,23183,Exportação
2020,5,68029100,10,249,ES,1,717600,914956,914956,685264,Exportação
2020,1,87089100,11,687,SP,0,817800,18,225,3561,Exportação
2020,7,4012010,10,434,SP,0,917800,400,400,479,Exportação
2020,4,85366910,11,23,SP,4,817700,2000,56,1920,Exportação
2020,3,34031900,10,845,SP,4,817600,120,120,7236,Exportação
2020,3,40103900,10,756,SP,4,817700,7,7,223,Exportação
2020,3,76161000,10,169,SP,1,817800,96,96,2416,Exportação
2020,12,16010000,10,850,RR,7,260151,941960,941960,1512516,Exportação
2020,5,84716090,11,63,SP,4,817700,1,4,8737,Exportação
2020,4,44123900,16,249,SC,0,927700,1989,1012115,480217,Exportação
2020,9,27129000,10,586,SP,7,917500,4135,4135,5053,Exportação
2020,8,8052100,10,476,AM,0,227600,20,20,42,Exportação
2020,7,84212300,11,239,SP,4,817700,1449,633,9333,Exportação
2020,5,87089990,10,589,PR,4,817700,91,91,624,Exportação
2020,6,84143091,11,586,SP,7,917500,104,877,15812,Exportação
2020,1,44089090,16,190,PR,1,927700,414,229500,72142,Exportação
2020,11,17049020,10,850,RS,1,1017700,9558,9558,10989,Exportação
2020,12,83012000,10,169,SP,4,817700,9,9,321,Exportação
2020,9,25131000,10,586,RS,7,917500,1500,1500,1350,Exportação
2020,10,29153100,10,586,SP,7,917500,91100,91100,74318,Exportação
2020,2,2071400,10,538,RJ,0,817800,90,90,261,Exportação
2020,12,85365090,11,23,SC,4,817700,3,0,4,Exportação
2020,3,64039190,13,239,SP,4,817700,1080,886,23448,Exportação
2020,1,25062000,10,386,ES,1,727600,2626358,2626428,3643053,Exportação
2020,3,84389000,10,249,PE,1,417902,28560,28560,48577,Exportação
2020,7,7123100,10,580,SP,0,817800,4,32,33,Exportação
2020,3,84839000,10,158,SP,7,1017500,30422,30422,131703,Exportação
2020,7,84799090,10,249,SP,0,817800,1829,1829,4226,Exportação
2020,4,44071100,16,239,RS,1,1017700,138,76155,22176,Exportação
2020,7,38089199,10,267,SP,1,817800,190,190,4370,Exportação
2020,7,84329000,10,586,SP,7,917500,76761,76761,253954,Exportação
2020,7,32029030,10,351,RS,4,817600,400,400,1112,Exportação
2020,6,7041000,10,476,ES,0,817800,50,50,94,Exportação
2020,9,40059190,10,23,SP,1,817800,7157,7157,164233,Exportação
2020,12,39239000,10,586,SC,7,917500,14432,14432,52252,Exportação
2020,4,18069000,10,438,SP,12,817800,19,19,111,Exportação
2020,6,85078000,11,161,SP,4,817700,1,4,191,Exportação
2020,8,39075010,10,647,SP,1,817800,482,482,1752,Exportação
2020,5,20079990,10,476,AL,0,417900,2,2,18,Exportação
2020,11,84212300,11,493,SP,1,817800,2722,1843,49432,Exportação
2020,12,33049990,10,586,SP,7,917500,980,980,18787,Exportação
2020,3,73181500,10,589,SP,1,817800,965,929,12989,Exportação
2020,3,84379000,10,589,SP,4,817700,422,422,2231,Exportação
2020,11,4031000,10,467,RJ,0,717800,227,227,98,Exportação
2020,12,7020000,10,351,MA,0,317903,405,405,545,Exportação
2020,11,85122022,11,850,SP,1,817800,28,2,45,Exportação
2020,11,84248990,11,97,GO,0,230155,6,2,52,Exportação
2020,1,19054000,10,845,RS,7,1010252,1318,1318,2680,Exportação
2020,6,17011400,21,361,SP,1,817800,108502,108500891,29447136,Exportação
2020,8,64059000,13,249,RS,1,1017700,1306,852,24580,Exportação
2020,9,44111310,16,97,PR,7,147600,99,79005,21426,Exportação
2020,7,85011019,11,845,SP,7,1010351,4,5,499,Exportação
2020,10,76071190,10,249,SP,4,817700,7412,7412,24736,Exportação
2020,1,4012010,10,63,SP,0,717600,1284,1284,818,Exportação
2020,11,2071400,10,53,RS,0,1017700,7614,7614,4446,Exportação
2020,7,84389000,10,493,SP,1,817800,20220,20220,54324,Exportação
2020,11,41079210,15,603,SP,4,817700,7,12,142,Exportação
2020,9,96034090,11,317,RS,1,1017700,55056,3709,34894,Exportação
2020,6,74099000,10,249,MG,4,817600,89,89,1175,Exportação
2020,5,7069000,10,351,PR,0,917800,40,40,16,Exportação
2020,8,44219900,10,249,RS,1,1017700,186653,195571,212864,Exportação
2020,12,62043200,11,63,SC,7,1017500,38,16,627,Exportação
2020,8,85446000,10,160,SC,4,817600,1,1,51,Exportação
2020,7,64041900,13,160,PB,1,817800,1174,534,3462,Exportação
2020,6,39239000,10,845,RS,7,1010351,11855,11855,28854,Exportação
2020,10,21041011,10,767,SP,1,817800,2,2,11,Exportação
2020,1,83030000,10,586,PR,7,917500,160,59,288,Exportação
2020,4,84123110,11,589,RS,4,817700,3,12,1782,Exportação
2020,6,35021100,10,399,SP,4,817600,5,5,25,Exportação
2020,6,94032000,11,589,RS,1,1017700,65,695,8498,Exportação
2020,7,73269090,10,573,SC,0,917800,12,12,244,Exportação
2020,2,27132000,10,337,AM,7,260152,28320,28320,20130,Exportação
2020,5,39173900,10,160,SP,4,817700,19,19,301,Exportação
2020,6,12129200,10,476,SP,0,817800,10,10,7,Exportação
2020,3,64039190,13,317,SC,4,817600,6,5,30,Exportação
2020,11,7102100,10,455,RJ,0,710251,10,10,31,Exportação
2020,9,22011000,17,628,AL,0,417900,1350,451,267,Exportação
2020,7,42029900,10,455,SC,4,817700,0,0,50,Exportação
2020,2,84821010,11,249,SP,1,817800,80642,12915,207885,Exportação
2020,8,64041900,13,505,RS,1,1017700,1641,756,7617,Exportação
2020,3,39219019,10,285,SP,0,817800,5,5,1,Exportação
2020,12,82119320,11,427,RS,1,1017700,180,19,537,Exportação
2020,1,94035000,11,249,RS,1,1017700,10060,349067,870721,Exportação
2020,11,84799090,10,63,RJ,1,817800,2900,2900,96409,Exportação
2020,2,61044300,11,249,SC,4,817700,152,21,937,Exportação
2020,6,90189099,11,239,SP,4,817700,194,18,18559,Exportação
2020,8,83021000,10,589,PR,4,817700,1,1,6,Exportação
2020,3,35061090,10,249,PR,1,927700,13,13,129,Exportação
2020,10,84219999,10,63,SP,1,817800,13023,13023,89641,Exportação
2020,6,94035000,11,845,RS,7,1010252,7236,283681,214737,Exportação
2020,12,90262090,11,97,RS,4,817700,2,0,61,Exportação
2020,7,17019900,21,756,SP,1,817800,5184,5184000,1525591,Exportação
2020,5,90318099,11,850,RR,7,260151,3,1,10,Exportação
2020,6,60063210,10,249,SP,4,817700,1342,1342,32706,Exportação
2020,7,84099929,11,63,SP,0,1017503,484,617,5046,Exportação
2020,4,21022000,10,493,SP,1,817800,208180,208180,355806,Exportação
2020,7,20059900,10,741,ES,0,727600,2,2,16,Exportação
2020,6,28152000,10,63,RJ,1,817800,1494351,1494351,911554,Exportação
2020,12,84254910,11,249,MG,4,817600,857,2292,23850,Exportação
2020,11,85059090,10,169,SP,0,817700,67,67,1110,Exportação
2020,5,84669350,10,160,SP,4,817700,2,2,154,Exportação
2020,5,20098990,10,301,SC,0,927502,6,6,19,Exportação
2020,8,34022000,10,538,SP,0,817800,132,132,430,Exportação
2020,2,29339969,10,63,SP,4,817700,500,500,19892,Exportação
2020,11,94018000,11,97,PE,7,147600,7271,21355,66320,Exportação
2020,11,62111200,11,249,RJ,4,817700,306,63,11587,Exportação
2020,10,85015310,11,628,SP,1,817800,1,3200,24511,Exportação
2020,6,85389090,10,158,SP,0,817600,4,0,9,Exportação
2020,8,85014019,11,249,ES,4,817700,46,748,4103,Exportação
2020,4,2101200,10,445,CE,0,317900,2,2,17,Exportação
2020,1,10059010,10,493,MT,1,217800,13115860,13115860,2067859,Exportação
2020,9,10059010,10,647,PA,1,210200,5966099,5966099,1067794,Exportação
2020,3,84136019,11,249,RS,0,1017700,32,12,1245,Exportação
2020,12,39269090,10,603,SP,4,817600,302,302,6190,Exportação
2020,5,83082000,10,850,RR,7,260151,35,35,240,Exportação
2020,2,85177099,10,69,SP,4,817700,20,20,358,Exportação
2020,3,28281000,10,386,SP,0,817800,3,42,381,Exportação
2020,1,40091290,10,493,SP,0,817800,1,1,62,Exportação
